CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,spend,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,churn,frequency,days_inactive,Phone Service_enc,Multiple Lines_enc,Online Security_enc,Tech Support_enc,Streaming TV_enc,sent_slope,sent_avg,micro_risk_score,pagerank_score,churn_neighbor_ratio,degree_centrality,churn_score,risk,domain
8168-UQWWF,1,United States,California,Los Angeles,90042,"34.11572, -118.192754",34.11572,-118.192754,Female,No,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes,1,70,5674,Competitor offered more data,1,11.0,61,1,1,0,0,1,0.03817236209040986,1.0,0.7780305223530586,0.0049445204257307935,0.46688478383552645,0.28873830924989513,79.0,HIGH,Telecom
7760-OYPDY,1,United States,California,Los Angeles,90056,"33.987945, -118.370442",33.987945,-118.370442,Female,No,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,Yes,1,90,5586,Competitor offered more data,1,2.0,70,1,0,0,0,1,-0.1597471973243863,-0.12973764339088753,0.8018193035831813,0.008359333972703269,0.6412864202788842,0.2686878958036377,99.3,HIGH,Telecom
9420-LOJKX,1,United States,California,Los Angeles,90061,"33.92128, -118.274186",33.92128,-118.274186,Female,No,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,1,82,2966,Competitor offered more data,1,14.0,57,1,0,1,0,1,-0.5577877388649715,0.698217606080694,0.821398940829797,0.004678599994207963,0.510506984841202,0.12600852192917533,75.2,HIGH,Telecom
7495-OOKFY,1,United States,California,Los Angeles,90063,"34.044271, -118.185237",34.044271,-118.185237,Female,Yes,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,Yes,1,69,5302,Competitor made better offer,1,8.0,64,1,1,0,0,0,-0.18937476477525034,0.11071737724777536,0.998200113373757,0.005659747364682794,0.5900346860609764,0.19139699105428706,66.2,MEDIUM,Telecom
1658-BYGOY,1,United States,California,Los Angeles,90065,"34.108833, -118.229715",34.108833,-118.229715,Male,Yes,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,Yes,1,81,3179,Competitor made better offer,1,18.0,54,1,1,0,0,1,-0.5876647802486996,0.5244361030410318,0.9170647676855013,0.0020533589512755973,0.44947354065037914,0.06868773509342276,82.2,HIGH,Telecom
5698-BQJOH,1,United States,California,Beverly Hills,90211,"34.063947, -118.383001",34.063947,-118.383001,Female,No,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes,1,96,5571,Price too high,1,9.0,63,1,1,0,0,1,-0.03646490960781823,-0.1753915643463176,0.848871691776465,0.008326058673251008,0.36954985760360365,0.14001844074606729,76.1,HIGH,Telecom
5919-TMRGD,1,United States,California,Huntington Park,90255,"33.97803, -118.217141",33.97803,-118.217141,Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,Yes,1,87,2483,Product dissatisfaction,1,1.0,71,1,0,0,0,1,-0.31497777329587584,0.3502978172358352,0.9955840590727539,0.00548080667499261,0.33903087584973324,0.2352695102422798,94.7,HIGH,Telecom
9191-MYQKX,1,United States,California,Lynwood,90262,"33.923573, -118.200669",33.923573,-118.200669,Female,No,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes,1,70,3457,Service dissatisfaction,1,7.0,65,1,0,0,0,0,-0.3554587090635782,-0.001276218157762174,0.6861234792942396,0.003234512753980048,0.5558525422486679,0.15815029614627304,64.9,MEDIUM,Telecom
8637-XJIVR,1,United States,California,Marina Del Rey,90292,"33.977468, -118.445475",33.977468,-118.445475,Female,No,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,Yes,1,86,5806,Lack of self-service on Website,1,12.0,60,1,1,1,0,0,-0.5042788633211824,0.7316012446359554,0.6640848135431378,0.007990175404007815,0.7862750563099226,0.1450435083697051,98.4,HIGH,Telecom
0278-YXOOG,1,United States,California,Inglewood,90301,"33.956445, -118.358634",33.956445,-118.358634,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,Yes,1,66,2604,Network reliability,1,5.0,67,1,0,0,0,0,0.06676240160220909,0.2754672669668038,0.8450158417092123,0.009813054602706064,0.4525840793129228,0.1434036424029764,8.2,LOW,Telecom
4598-XLKNJ,1,United States,California,Inglewood,90303,"33.936291, -118.332639",33.936291,-118.332639,Female,Yes,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,1,88,5337,Limited range of services,1,26.0,47,1,0,0,0,1,-0.34635884462064065,0.47437705652062656,0.6175768031845533,0.005845089106686611,0.3357857162257525,0.1255592335637632,66.2,MEDIUM,Telecom
3192-NQECA,1,United States,California,Santa Monica,90403,"34.031529, -118.491156",34.031529,-118.491156,Male,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes,1,86,5034,Lack of affordable download/upload speed,1,69.0,4,1,1,0,1,1,-0.42849834664893216,-0.7656307485892282,0.09427211150943846,0.007634352003587053,0.7725764706876637,0.28374788682123697,97.3,HIGH,Telecom
0486-HECZI,1,United States,California,Torrance,90504,"33.867257, -118.330794",33.867257,-118.330794,Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,1,75,5154,Long distance charges,1,54.0,17,1,1,1,0,1,-0.4056400651464689,0.0657709280845499,0.5459555281085481,0.009934846199635264,0.5267835151179892,0.24593781629860112,32.8,LOW,Telecom
4846-WHAFZ,1,United States,California,Whittier,90602,"33.972119, -118.020188",33.972119,-118.020188,Female,Yes,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,1,67,2793,Extra data charges,1,37.0,35,1,1,0,0,0,-0.14030724433399538,0.2642206540233183,0.7864824101301157,0.0012711474673779157,0.35473756701145465,0.04622111148637115,21.1,LOW,Telecom
5299-RULOA,1,United States,California,Whittier,90606,"33.976678, -118.065875",33.976678,-118.065875,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,1,87,5998,Price too high,1,11.0,62,1,1,1,0,1,-0.1903667806907765,0.1894459625758829,0.9668671092771409,0.006390798871300942,0.5664918681078179,0.2607340325800567,81.2,HIGH,Telecom
0404-SWRVG,1,United States,California,La Habra,90631,"33.940619, -117.9513",33.940619,-117.9513,Male,No,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,1,76,4415,Product dissatisfaction,1,3.0,69,1,1,0,0,0,-0.17618021652120347,0.4844628854871402,0.8516905017964042,0.009705657500124282,0.3153041200906656,0.11893925865254379,55.8,MEDIUM,Telecom
4412-YLTKF,1,United States,California,Pico Rivera,90660,"33.989524, -118.089299",33.989524,-118.089299,Female,Yes,No,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,1,95,4638,Service dissatisfaction,1,27.0,45,1,1,0,0,0,-0.17075369909763521,-0.046361698054981804,0.8056470586398056,0.002056029164589852,0.6684844245970611,0.20266084804757054,99.0,HIGH,Telecom
6207-WIOLX,1,United States,California,Avalon,90704,"33.391181, -118.421305",33.391181,-118.421305,Female,No,Yes,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,1,99,4190,Lack of self-service on Website,1,26.0,47,0,0,1,0,1,0.34249428026113826,0.11951484201385223,0.7987493741574017,0.003007913454945283,0.3890641260947463,0.0846265886093072,23.9,LOW,Telecom
3091-FYHKI,1,United States,California,Harbor City,90710,"33.798266, -118.300237",33.798266,-118.300237,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,1,80,2301,Network reliability,1,1.0,71,0,0,0,0,0,-0.4219245049153847,0.5724907057659968,0.6990059688109324,0.005952055500850356,0.3686273087147164,0.04814158311823129,89.4,HIGH,Telecom
2372-HWUHI,1,United States,California,Lakewood,90712,"33.840524, -118.148403",33.840524,-118.148403,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,1,76,2570,Don't know,1,2.0,70,1,0,0,0,0,-0.4536728187214612,-0.8114756013781428,0.6047176102170023,0.007500945796478164,0.44398375957152403,0.2131217102709731,63.6,MEDIUM,Telecom
0390-DCFDQ,1,United States,California,Los Alamitos,90720,"33.79499, -118.065591",33.79499,-118.065591,Female,Yes,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,76,3964,Don't know,1,1.0,71,1,0,0,0,0,-0.5441318184743633,0.3357402006553365,0.6769608575941243,0.005974771738553464,0.562493263550422,0.25975822926659786,92.0,HIGH,Telecom
4080-OGPJL,1,United States,California,San Pedro,90731,"33.736387, -118.284363",33.736387,-118.284363,Female,No,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,1,66,2662,Don't know,1,8.0,64,1,1,1,1,0,-0.11520617322735133,-0.03355393039742133,0.8768128483527357,0.005929316160781296,0.24379295515011593,0.23570104616270138,32.0,LOW,Telecom
2135-RXIHG,1,United States,California,Carson,90745,"33.822295, -118.26411",33.822295,-118.26411,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,1,73,2600,Poor expertise of online support,1,1.0,71,1,0,0,0,0,0.03869168781626747,-0.26492724982144855,0.6802426895947981,0.0014638494652692536,0.2790003579070237,0.14776057605008164,64.1,MEDIUM,Telecom
3874-EQOEP,1,United States,California,Long Beach,90804,"33.783047, -118.1486",33.783047,-118.1486,Male,No,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,1,94,2786,Poor expertise of phone support,1,7.0,65,1,1,0,0,1,-0.3341842372964625,0.23461768971039204,0.7478145242408827,0.0076530674097526905,0.6505211338727027,0.11406259233353272,99.4,HIGH,Telecom
0867-MKZVY,1,United States,California,Altadena,91001,"34.196837, -118.142236",34.196837,-118.142236,Female,No,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1,86,5719,Price too high,1,19.0,52,1,1,1,0,0,-0.5520469430887585,0.5909805187234622,0.6014936968208303,0.003886313589305369,0.652302972656178,0.24727009852925855,99.0,HIGH,Telecom
3376-BMGFE,1,United States,California,Monrovia,91016,"34.1528, -118.000482",34.1528,-118.000482,Female,No,No,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,1,75,4287,Product dissatisfaction,1,4.0,68,1,0,0,0,0,-0.5473443647073719,0.5156575325936724,0.9320190919206982,0.0016656568641226467,0.21847164717445014,0.21735127662784445,81.4,HIGH,Telecom
3445-HXXGF,1,United States,California,Sierra Madre,91024,"34.168686, -118.057505",34.168686,-118.057505,Male,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,1,100,5444,Service dissatisfaction,1,59.0,14,0,0,0,0,0,-0.10482216365258967,0.04595478763734855,0.3417844324245759,0.009626214874713823,0.4481463546183834,0.10752373197799374,15.2,LOW,Telecom
1875-QIVME,1,United States,California,Tujunga,91042,"34.296574, -118.244839",34.296574,-118.244839,Female,No,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,1,83,4690,Lack of self-service on Website,1,2.0,70,1,1,0,1,1,-0.07702374863896733,0.45029638550437945,0.7070397218255142,0.006937041887643624,0.33921861233111295,0.22636253818858448,82.0,HIGH,Telecom
0691-JVSYA,1,United States,California,Pasadena,91103,"34.167465, -118.165327",34.167465,-118.165327,Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,1,80,4328,Network reliability,1,53.0,19,1,0,0,0,1,-0.13705371950844153,0.4472271593783377,0.7321328615923315,0.005102046640713388,0.6841602297019402,0.1242509302840588,98.9,HIGH,Telecom
2656-FMOKZ,1,United States,California,Pasadena,91106,"34.139402, -118.128658",34.139402,-118.128658,Female,Yes,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,1,99,5717,Limited range of services,1,15.0,57,1,1,0,0,0,-0.4996529121866083,0.06505149180273326,0.8039163239473692,0.0075938632016245905,0.523317333387468,0.234928490002423,82.1,HIGH,Telecom
2070-FNEXE,1,United States,California,Pasadena,91107,"34.159007, -118.087353",34.159007,-118.087353,Female,Yes,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,1,81,4419,Lack of affordable download/upload speed,1,7.0,65,1,0,1,0,0,-0.2303516030799841,-0.1772322207952832,0.9388600985463478,0.005301010278117491,0.24930061112797033,0.23749106676094178,38.9,LOW,Telecom
6317-YPKDH,1,United States,California,Glendale,91202,"34.167926, -118.267539",34.167926,-118.267539,Female,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,1,95,4534,Long distance charges,1,1.0,71,0,0,0,0,0,-0.26499425725778153,-0.15409361244893197,0.8558868667770105,0.002122491999753202,0.5648521266774613,0.2585945995993439,64.9,MEDIUM,Telecom
9367-WXLCH,1,United States,California,Glendale,91204,"34.136306, -118.26036",34.136306,-118.26036,Male,No,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,1,86,2152,Extra data charges,1,8.0,64,1,1,0,0,0,-0.23439342098129612,0.43514133954725487,0.8967083789447428,0.006441218992336098,0.2648135111550286,0.20483464537838356,83.7,HIGH,Telecom
1918-ZBFQJ,1,United States,California,Glendale,91206,"34.162515, -118.203869",34.162515,-118.203869,Female,No,No,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1,73,5142,Price too high,1,14.0,59,1,0,0,0,0,-0.03857136661554306,0.08314127451492373,0.6365982420252182,0.0077224278210572496,0.550501284642805,0.17519950667559453,38.3,LOW,Telecom
1024-GUALD,1,United States,California,Glendale,91207,"34.182378, -118.262922",34.182378,-118.262922,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,1,94,4851,Product dissatisfaction,1,1.0,71,0,0,0,0,0,-0.23292133536759532,-0.3184728878922354,0.8164575285505955,0.007697321459499424,0.4642219552113297,0.03701230942842647,64.2,MEDIUM,Telecom
2472-OVKUP,1,United States,California,Canoga Park,91304,"34.224377, -118.632656",34.224377,-118.632656,Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,1,94,2283,Service dissatisfaction,1,6.0,66,1,0,0,0,0,-0.09632593107843157,-0.57394513420365,0.80310889452014,0.005964106611374604,0.2308635492461787,0.0987490336487459,69.2,MEDIUM,Telecom
1285-OKIPP,1,United States,California,Mission Hills,91345,"34.266389, -118.459744",34.266389,-118.459744,Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,1,98,3394,Lack of self-service on Website,1,1.0,71,1,0,0,0,0,-0.2797262791533326,0.4327325808385518,0.9485357506771522,0.00935642367853319,0.7525093856226346,0.16615061766374864,98.7,HIGH,Telecom
7825-ECJRF,1,United States,California,Santa Clarita,91350,"34.502432, -118.41459",34.502432,-118.41459,Female,No,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1,71,3764,Network reliability,1,18.0,53,1,0,1,1,1,-0.21326418039300477,-0.11871136890568953,0.7445056236056631,0.009511413057100723,0.38165177213178525,0.22467480600325976,67.5,MEDIUM,Telecom
7841-TZDMQ,1,United States,California,Sun Valley,91352,"34.231053, -118.338307",34.231053,-118.338307,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,1,76,2667,Don't know,1,2.0,70,1,0,0,0,0,-0.1106135322484379,0.2321551022623927,0.8392736268828852,0.008873826960427086,0.5849500903681677,0.09186912647916222,42.6,MEDIUM,Telecom
9408-SSNVZ,1,United States,California,Stevenson Ranch,91381,"34.364153, -118.615583",34.364153,-118.615583,Female,No,No,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,1,67,2227,Don't know,1,4.0,68,1,0,0,0,0,-0.7371467459566999,0.5958827628276494,0.6237006569382014,0.004344792716432106,0.6925635767450327,0.27977036059342686,98.9,HIGH,Telecom
0742-MOABM,1,United States,California,Panorama City,91402,"34.223768, -118.445461",34.223768,-118.445461,Male,No,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,1,82,3394,Don't know,1,4.0,68,1,0,0,1,0,-0.3959013649071904,-0.4235697907413941,0.7550527204442915,0.0034099306683293027,0.3656134562970752,0.13394250726691886,43.4,MEDIUM,Telecom
2232-DMLXU,1,United States,California,Van Nuys,91411,"34.17847, -118.459472",34.17847,-118.459472,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,Yes,1,81,3638,Poor expertise of online support,1,1.0,71,1,0,0,0,1,-0.44111179628783864,0.08194504779486203,0.7292145385032827,0.00576830784474705,0.5877125864925997,0.2369689021347478,82.5,HIGH,Telecom
8937-RDTHP,1,United States,California,Burbank,91504,"34.213049, -118.317651",34.213049,-118.317651,Male,No,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,1,66,2484,Poor expertise of phone support,1,1.0,71,1,0,1,0,0,-0.4916633544730026,0.031722341512452124,0.6600798916281807,0.006888791913328663,0.3153325077778543,0.23296406331177172,86.7,HIGH,Telecom
1251-KRREG,1,United States,California,North Hollywood,91601,"34.1692, -118.372498",34.1692,-118.372498,Male,No,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,1,81,2556,Price too high,1,2.0,70,1,1,0,0,0,-0.3825426753680051,0.25189715025118425,0.9265352415276302,0.0024453394147158575,0.30695507800697247,0.12496481777649436,79.6,HIGH,Telecom
0094-OIFMO,1,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,Female,Yes,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,Yes,1,85,5980,Product dissatisfaction,1,12.0,61,1,0,0,0,1,0.14848239337031877,0.5956639993681739,0.751778468620125,0.006035180820494942,0.7468628004343933,0.2342177410015091,99.3,HIGH,Telecom
9947-OTFQU,1,United States,California,Covina,91722,"34.097345, -117.906736",34.097345,-117.906736,Male,Yes,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes,1,86,4616,Service dissatisfaction,1,14.0,57,1,0,0,0,0,-0.559749334707973,-0.4317807258649632,0.9914991537644886,0.004950534277919501,0.607320034370373,0.17640860417023524,98.7,HIGH,Telecom
0322-YINQP,1,United States,California,Covina,91723,"34.084747, -117.886844",34.084747,-117.886844,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,1,77,5687,Lack of self-service on Website,1,1.0,71,1,0,1,0,0,-0.009516493622555744,0.32791917948230676,0.8359966772042441,0.0010149831536726422,0.30716330774705836,0.24251031478715418,72.1,HIGH,Telecom
