CustomerID,churn,tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,sat_score,MaritalStatus,NumberOfAddress,complaint_score,OrderAmountHikeFromlastYear,CouponUsed,frequency,order_gap_days,spend,sent_slope,sent_avg,micro_risk_score,pagerank_score,churn_neighbor_ratio,degree_centrality,churn_score,risk,domain
50015,1,9.0,Mobile Phone,3,15.0,Credit Card,Male,3.0,4,Fashion,2,Single,2,0,16.0,0.0,4.0,7.0,196.19,-0.1597471973243863,0.5518323416909836,0.34181930358318136,0.008359333972703269,0.2157057657261685,0.10849684478917934,13.6,LOW,Ecommerce
50016,1,0.0,Phone,2,12.0,UPI,Male,3.0,3,Mobile,5,Married,5,1,22.0,1.0,1.0,2.0,120.72999999999999,-0.5577877388649715,-0.6951503318405385,0.261398940829797,0.004678599994207963,0.6150069806599068,0.2211024689469406,99.5,HIGH,Ecommerce
50017,1,0.0,Computer,1,12.0,Debit Card,Female,,4,Mobile,2,Single,2,1,18.0,1.0,1.0,0.0,129.26,-0.18937476477525034,-0.5059577628843736,0.3982001133737571,0.005659747364682794,0.33608931746001613,0.16991432387110364,88.0,HIGH,Ecommerce
50018,1,0.0,Mobile Phone,3,11.0,E wallet,Male,2.0,4,Laptop & Accessory,3,Single,2,1,11.0,1.0,1.0,3.0,157.44,-0.5876647802486996,-0.23838709671893618,0.37706476768550123,0.0020533589512755973,0.22879609518546518,0.17849423274312812,83.7,HIGH,Ecommerce
50019,1,0.0,Computer,1,13.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Single,2,1,24.0,1.0,1.0,6.0,160.74,-0.03646490960781823,-0.5371901805120574,0.36887169177646506,0.008326058673251008,0.4537629592154328,0.203995919007406,66.4,MEDIUM,Ecommerce
50020,1,19.0,Mobile Phone,1,20.0,Debit Card,Female,3.0,3,Mobile Phone,4,Divorced,10,1,18.0,1.0,4.0,3.0,149.63,-0.31497777329587584,0.11767596782241566,0.45558405907275396,0.00548080667499261,0.2575696880514682,0.11691456851694862,39.9,LOW,Ecommerce
50021,1,0.0,Mobile Phone,3,12.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Divorced,5,1,18.0,6.0,7.0,7.0,161.72,-0.3554587090635782,0.2573663220722091,0.22612347929423957,0.003234512753980048,0.521639970007283,0.09984161137813705,94.1,HIGH,Ecommerce
50022,1,20.0,Mobile Phone,1,29.0,Credit Card,Female,3.0,3,Fashion,2,Divorced,2,0,12.0,11.0,15.0,6.0,203.12,-0.5042788633211824,-0.47210131329694704,0.18408481354313783,0.007990175404007815,0.2657346806973062,0.18685181092776054,81.8,HIGH,Ecommerce
50023,1,0.0,Mobile Phone,3,28.0,E wallet,Male,2.0,3,Mobile Phone,3,Single,2,1,19.0,0.0,1.0,0.0,116.75,0.06676240160220909,0.41085138371021135,0.2450158417092123,0.009813054602706064,0.6944067790969258,0.2602694824713742,97.5,HIGH,Ecommerce
50024,1,0.0,Phone,3,26.0,Debit Card,Female,3.0,5,Laptop & Accessory,3,Divorced,4,1,11.0,1.0,2.0,2.0,145.59,-0.34635884462064065,0.34044157760800564,0.05757680318455335,0.005845089106686611,0.6651164515010819,0.2662559864345689,99.5,HIGH,Ecommerce
50025,1,14.0,Computer,1,14.0,Debit Card,Male,2.0,5,Fashion,2,Single,3,0,15.0,0.0,1.0,3.0,206.5,-0.42849834664893216,-0.11926364993748126,0.07427211150943845,0.007634352003587053,0.5655090589528471,0.04818972829644859,47.3,MEDIUM,Ecommerce
50026,1,0.0,Phone,1,15.0,Credit Card,Female,2.0,3,Mobile Phone,5,Single,8,0,22.0,1.0,1.0,4.0,142.0,-0.4056400651464689,0.03099120560640635,0.28595552810854813,0.009934846199635264,0.7680423425341312,0.1909354229543473,98.1,HIGH,Ecommerce
50027,0,8.0,Mobile Phone,3,6.0,E wallet,Male,3.0,3,Fashion,4,Divorced,2,0,13.0,1.0,1.0,6.0,172.95,0.1096927556660046,-0.6799204702612127,0.3064824101301157,0.0012711474673779157,0.0019971868953342353,0.27249670032352213,0.5,LOW,Ecommerce
50028,0,0.0,Phone,3,12.0,E wallet,Male,2.0,3,Laptop & Accessory,3,Divorced,3,1,20.0,0.0,4.0,5.0,123.06,0.059633219309223495,-0.03290486251482966,0.4668671092771409,0.006390798871300942,0.4446563232208243,0.2598851793968866,7.9,LOW,Ecommerce
50029,0,18.0,Phone,1,,Debit Card,Male,2.0,3,Laptop & Accessory,4,Married,9,0,18.0,1.0,1.0,15.0,123.47999999999999,0.07381978347879652,0.10295398965213032,0.5516905017964042,0.009705657500124282,0.028331717061478676,0.2955025046683749,0.9,LOW,Ecommerce
50030,0,5.0,Computer,3,14.0,E wallet,Female,2.0,3,Fashion,2,Single,2,0,14.0,2.0,3.0,7.0,189.98,0.0792463009023648,0.16749903809127584,0.34564705863980555,0.002056029164589852,0.4562012551379383,0.016811161028997164,1.8,LOW,Ecommerce
50031,0,2.0,Computer,1,6.0,COD,Male,2.0,3,Laptop & Accessory,3,Divorced,2,0,13.0,0.0,1.0,9.0,143.19,0.5924942802611383,0.2515507648080696,0.37874937415740173,0.003007913454945283,0.5793700703071093,0.20067567186717813,0.4,LOW,Ecommerce
50032,0,0.0,Mobile Phone,1,13.0,Credit Card,Male,2.0,4,Laptop & Accessory,3,Divorced,3,0,17.0,1.0,1.0,0.0,161.32,-0.1719245049153847,0.1976966972922289,0.09900596881093233,0.005952055500850356,0.15329454690904884,0.11740032030786107,1.3,LOW,Ecommerce
50033,0,30.0,Phone,1,15.0,CC,Female,3.0,4,Mobile,4,Divorced,5,1,20.0,1.0,1.0,0.0,133.46,-0.2036728187214612,-0.0057374789062682174,0.004717610217002344,0.007500945796478164,0.08216799397937459,0.13680974071073546,0.7,LOW,Ecommerce
50034,0,13.0,Mobile Phone,3,10.0,E wallet,Male,3.0,4,Fashion,2,Divorced,8,0,11.0,2.0,2.0,11.0,208.55,-0.2941318184743633,0.2144779770217267,0.2969608575941242,0.005974771738553464,0.5411632759464733,0.20251274328526184,6.6,LOW,Ecommerce
50035,0,0.0,Computer,3,8.0,E wallet,Female,3.0,3,Mobile,3,Divorced,7,0,18.0,1.0,1.0,2.0,122.31,0.13479382677264867,0.5008127973240992,0.31681284835273565,0.005929316160781296,0.33022120846078995,0.17106241509328166,3.0,LOW,Ecommerce
50036,0,0.0,Phone,1,,CC,Male,3.0,3,Mobile,2,Divorced,2,0,24.0,0.0,2.0,2.0,123.22999999999999,0.2886916878162675,0.06180077067614226,0.12024268959479809,0.0014638494652692536,0.4619304198689729,0.04351401456839854,6.2,LOW,Ecommerce
50037,0,0.0,Computer,1,15.0,CC,Male,2.0,3,Mobile,4,Married,7,0,18.0,0.0,2.0,2.0,120.24000000000001,-0.08418423729646252,0.2270379563326707,0.18781452424088269,0.0076530674097526905,0.5694531842834598,0.2743331182812004,4.6,LOW,Ecommerce
50038,0,1.0,Phone,1,27.0,CC,Male,,3,Mobile,2,Divorced,2,0,11.0,0.0,1.0,2.0,127.13,-0.3020469430887584,0.025531574934352638,0.04149369682083038,0.003886313589305369,0.48595167129412525,0.15073853346146748,18.0,LOW,Ecommerce
50039,0,30.0,Mobile Phone,1,30.0,Debit Card,Male,2.0,2,Fashion,2,Married,4,1,16.0,1.0,1.0,4.0,194.39,-0.29734436470737186,-0.15870356659182852,0.41201909192069824,0.0016656568641226467,0.11029274978526146,0.07542700607619428,0.1,LOW,Ecommerce
50040,0,0.0,Computer,1,,CC,Male,3.0,4,Mobile,3,Married,2,1,15.0,0.0,1.0,1.0,125.66,0.14517783634741033,0.3091518667670417,0.08178443242457595,0.009626214874713823,0.15525238256970847,0.20171199569866002,2.5,LOW,Ecommerce
50041,0,23.0,Mobile Phone,1,17.0,Debit Card,Female,2.0,3,Others,4,Single,4,0,,2.0,4.0,4.0,299.26,0.17297625136103267,-0.12209037766808209,0.1870397218255142,0.006937041887643624,0.5683897303251948,0.04430841331098602,0.6,LOW,Ecommerce
50042,0,14.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,3,Married,5,0,12.0,1.0,1.0,8.0,124.50999999999999,0.11294628049155848,0.2544587603968762,0.5121328615923315,0.005102046640713388,0.2074214456120446,0.14232472052521764,1.8,LOW,Ecommerce
50043,0,3.0,Mobile Phone,3,11.0,Debit Card,Female,2.0,3,Fashion,2,Divorced,3,0,12.0,2.0,7.0,4.0,194.19,-0.2496529121866083,0.11130214860401821,0.28391632394736926,0.0075938632016245905,0.38901212412260133,0.2297438293451307,8.0,LOW,Ecommerce
50044,0,11.0,Mobile Phone,3,6.0,Debit Card,Female,2.0,4,Laptop & Accessory,2,Single,5,0,22.0,1.0,1.0,1.0,186.86,0.019648396920015923,-0.021573870608057294,0.35886009854634776,0.005301010278117491,0.524398983488528,0.2586742001370758,0.7,LOW,Ecommerce
50045,0,5.0,Phone,1,12.0,Debit Card,Male,,3,Mobile,3,Single,4,0,20.0,0.0,1.0,4.0,130.38,-0.014994257257781536,-0.03125713285866427,0.3358868667770105,0.002122491999753202,0.23330725807587965,0.21638175048509392,0.8,LOW,Ecommerce
50046,0,0.0,Phone,1,23.0,COD,Male,,3,Mobile,4,Divorced,1,1,16.0,1.0,1.0,1.0,130.58,0.015606579018703881,-0.10324839696627475,0.31670837894474285,0.006441218992336098,0.3925781872858894,0.20083108360322524,51.1,MEDIUM,Ecommerce
50047,1,0.0,Computer,3,,COD,Female,3.0,5,Mobile,5,Single,1,0,21.0,1.0,1.0,0.0,123.25,-0.03857136661554306,-0.5583204688356056,0.03659824202521827,0.0077224278210572496,0.6194291133066273,0.15959151469045116,99.4,HIGH,Ecommerce
50048,0,0.0,Computer,1,9.0,CC,Male,1.0,3,Mobile,4,Single,5,0,12.0,4.0,7.0,2.0,120.88,0.017078664632404678,0.25315803806467685,0.2564575285505955,0.007697321459499424,0.131140279669457,0.033664777235857056,0.5,LOW,Ecommerce
50049,0,3.0,Computer,1,15.0,CC,Male,,3,Laptop & Accessory,5,Married,2,0,11.0,0.0,6.0,10.0,130.72,0.15367406892156843,0.1926187301113282,0.40310889452014,0.005964106611374604,0.474799988931234,0.06813577711856486,1.9,LOW,Ecommerce
50050,0,18.0,Mobile Phone,3,10.0,Debit Card,Female,1.0,3,Laptop & Accessory,5,Married,5,1,11.0,0.0,1.0,3.0,150.06,-0.029726279153332567,0.43986810097939755,0.40853575067715225,0.00935642367853319,0.562346382660124,0.1575049643308069,2.0,LOW,Ecommerce
50051,0,29.0,Phone,1,14.0,Debit Card,Female,3.0,3,Mobile Phone,5,Married,5,1,18.0,1.0,2.0,2.0,142.57,0.036735819606995235,-0.11258276092271796,0.18450562360566305,0.009511413057100723,0.2681176074935361,0.1296561518532651,0.9,LOW,Ecommerce
50052,0,6.0,Phone,1,,Debit Card,Male,2.0,3,Mobile,2,Single,1,0,14.0,0.0,1.0,2.0,125.0,0.1393864677515621,0.858153450190667,0.2792736268828852,0.008873826960427086,0.38500866952305285,0.04598640411827288,0.6,LOW,Ecommerce
50053,1,0.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,4,Mobile Phone,2,Single,2,0,22.0,0.0,1.0,0.0,111.02000000000001,-0.7371467459566999,-0.05189437913985326,0.023700656938201448,0.004344792716432106,0.38236997051435495,0.0861954839693934,79.7,HIGH,Ecommerce
50054,0,19.0,Mobile Phone,3,6.0,E wallet,Female,3.0,3,Fashion,5,Married,2,0,25.0,4.0,15.0,7.0,204.53,-0.1459013649071904,-0.25004385687787833,0.2950527204442915,0.0034099306683293027,0.1997723331862948,0.21102650393624106,0.4,LOW,Ecommerce
50055,0,0.0,Phone,1,15.0,Debit Card,Female,3.0,3,Mobile,2,Single,2,0,12.0,1.0,2.0,1.0,122.88,-0.19111179628783864,-0.29747396793706593,0.14921453850328265,0.00576830784474705,0.5324576768411434,0.2866066202845233,15.7,LOW,Ecommerce
50056,0,4.0,Phone,1,18.0,Credit Card,Female,3.0,3,Mobile Phone,2,Divorced,9,1,23.0,1.0,1.0,2.0,139.29,-0.24166335447300258,-0.593568961291865,0.10007989162818076,0.006888791913328663,0.06559054610506594,0.11843311278664409,1.5,LOW,Ecommerce
50057,0,0.0,Phone,1,33.0,CC,Female,3.0,3,Mobile,4,Single,3,0,15.0,1.0,1.0,2.0,123.11000000000001,-0.13254267536800513,0.7130511569572512,0.3665352415276303,0.0024453394147158575,0.0646402732825897,0.26734641541608867,0.2,LOW,Ecommerce
50058,1,4.0,Phone,3,26.0,E wallet,Female,,3,Mobile,4,Single,2,1,22.0,0.0,1.0,2.0,131.4,0.14848239337031877,0.6484269563074647,0.19177846862012501,0.006035180820494942,0.4041515791314306,0.08516124835074504,8.3,LOW,Ecommerce
50059,0,23.0,Phone,1,6.0,Credit Card,Male,2.0,4,Mobile Phone,3,Divorced,3,0,15.0,0.0,1.0,2.0,136.9,-0.30974933470797295,0.3402980651539032,0.43149915376448866,0.004950534277919501,0.09407660489552214,0.015226808984018684,0.3,LOW,Ecommerce
50060,0,26.0,Phone,1,19.0,Credit Card,Female,2.0,2,Laptop & Accessory,5,Married,2,0,11.0,1.0,1.0,3.0,144.5,0.24048350637744426,-0.2584355231103119,0.2959966772042441,0.0010149831536726422,0.35380843276450663,0.15096121171127272,0.3,LOW,Ecommerce
50061,0,6.0,Phone,1,20.0,CC,Female,,3,Mobile,4,Divorced,2,0,13.0,0.0,1.0,6.0,127.56,-0.5548609314847415,0.824507072623648,0.3620225015319405,0.004769468066082857,0.2727958716866458,0.13338511034771444,4.0,LOW,Ecommerce
50062,0,13.0,Mobile Phone,1,10.0,Credit Card,Female,2.0,3,Others,3,Divorced,2,0,14.0,,9.0,9.0,290.33,-0.15046550899573247,-0.04068766460866238,0.4351986323153329,0.004599090038970948,0.5106792821938354,0.030525157764510306,3.2,LOW,Ecommerce
50063,0,28.0,Mobile Phone,1,20.0,Credit Card,Male,3.0,2,Others,4,Single,9,0,11.0,,2.0,15.0,287.22,-0.0011740804684983244,-0.00761033249066094,0.5705800975251153,0.009670503306538274,0.40672520462054484,0.10877316852241639,0.3,LOW,Ecommerce
50064,0,7.0,Computer,1,8.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Divorced,2,0,17.0,0.0,1.0,9.0,195.47,0.12586669940778344,0.6749036321744304,0.24031520766734749,0.0014906333028148304,0.07228445058069774,0.16879821780898452,0.2,LOW,Ecommerce
50065,0,24.0,Mobile Phone,1,9.0,Credit Card,Female,3.0,3,Grocery,4,Single,4,0,18.0,0.0,1.0,0.0,237.33999999999997,0.16336797393785646,0.3635642337923489,0.17612538687527501,0.009356914301548454,0.11921297960633419,0.07731825663364977,0.1,LOW,Ecommerce
50066,0,25.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,4,Others,3,Divorced,1,0,,1.0,11.0,9.0,299.99,0.18800417055997753,0.9804412555018374,0.27582558473180935,0.009174875431800043,0.2572522389674475,0.1554550158462649,0.4,LOW,Ecommerce
50067,0,0.0,Phone,1,15.0,CC,Female,2.0,3,Mobile,4,Single,2,0,16.0,1.0,1.0,3.0,122.78999999999999,-0.15461752167453127,0.19948890412760784,0.22099931924159266,0.006398202250692811,0.45683101457342595,0.05705290396132479,6.6,LOW,Ecommerce
50068,1,0.0,Mobile Phone,1,29.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Divorced,4,1,13.0,1.0,1.0,1.0,159.16,-0.43870553779937016,-0.058812319831489906,0.058681637572698245,0.0026850614270924706,0.5439905672434046,0.2408037365459191,96.4,HIGH,Ecommerce
50069,0,0.0,Computer,1,13.0,CC,Male,2.0,2,Mobile,2,Married,5,0,14.0,0.0,2.0,2.0,120.88999999999999,0.20739276437714615,-0.14472195338391833,0.42713122041952856,0.008121739004848826,0.16452567505491586,0.2507458738744131,0.1,LOW,Ecommerce
50070,0,18.0,Computer,1,8.0,Credit Card,Male,3.0,4,Grocery,2,Divorced,10,0,23.0,,11.0,8.0,267.92,-0.10739129746448448,-0.6387984708762509,0.246001614942352,0.0024536952149317726,0.1254092570618972,0.2744282853809894,0.2,LOW,Ecommerce
50071,0,10.0,Phone,1,27.0,Debit Card,Male,3.0,2,Mobile Phone,5,Divorced,2,1,12.0,0.0,1.0,7.0,135.64,-0.4327058970013765,-0.011438309122481782,0.408706065044514,0.0038857634617996614,0.3556538069547429,0.12671374496620796,8.2,LOW,Ecommerce
50072,0,8.0,Computer,1,8.0,Credit Card,Female,2.0,3,Laptop & Accessory,4,Single,6,0,11.0,1.0,1.0,2.0,144.25,-0.38998616420104415,0.5578373355309523,0.16016803259162812,0.006997807783732748,0.43818931180058723,0.0458890294276636,1.8,LOW,Ecommerce
50073,0,15.0,Computer,1,27.0,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,3,0,16.0,0.0,1.0,2.0,152.65,-0.3258356858004834,0.33953366906242766,0.3896308104598018,0.004827117707571901,0.33249348381694266,0.15592258034749384,2.8,LOW,Ecommerce
50074,0,11.0,Mobile Phone,1,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,10,0,14.0,0.0,1.0,0.0,165.53,0.09914822321612919,0.10812320262416233,0.26488589533538154,0.005148326942131749,0.5654835871104487,0.1588440558174546,0.9,LOW,Ecommerce
50075,0,11.0,Mobile Phone,1,35.0,COD,Male,2.0,3,Laptop & Accessory,2,Divorced,4,0,18.0,0.0,1.0,7.0,162.61,-0.007272279178830429,-0.29797377752653176,0.1926463263233223,0.0037284150283640343,0.5202508235199247,0.12137286749067688,0.8,LOW,Ecommerce
50076,0,0.0,Computer,1,6.0,COD,Male,2.0,4,Laptop & Accessory,5,Divorced,6,0,19.0,0.0,2.0,0.0,142.98,0.15714560622033047,0.19074920720509492,0.3380297283498212,0.0013351355244052036,0.062419783475600704,0.21037991443618959,1.0,LOW,Ecommerce
50077,0,22.0,Computer,1,24.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Married,2,1,15.0,0.0,1.0,7.0,168.04,-0.17817579390096028,0.5051254820781493,0.5179792684579918,0.004246913212492827,0.04403817160087604,0.044398851718826966,0.1,LOW,Ecommerce
50078,0,7.0,Computer,1,16.0,Credit Card,Male,2.0,3,Mobile Phone,3,Married,2,1,17.0,2.0,2.0,0.0,138.15,-0.002438092676985734,0.27228770258799384,0.36156671527837075,0.00843960151110695,0.4587156607963137,0.207403960745346,5.8,LOW,Ecommerce
50079,0,13.0,Phone,1,25.0,CC,Male,,3,Laptop & Accessory,2,Divorced,9,1,15.0,1.0,3.0,7.0,127.41,0.137677118190201,0.16669406785334367,0.3678876591437109,0.008471455525643306,0.06219170240081699,0.1676672660648187,0.3,LOW,Ecommerce
50080,1,1.0,Mobile Phone,1,35.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Divorced,8,1,19.0,0.0,1.0,0.0,166.73,-0.39280396191607153,-0.21878306131248246,0.05818398150437076,0.0017295581272987492,0.3387378820652256,0.22576740062881098,96.3,HIGH,Ecommerce
50081,1,0.0,Mobile Phone,3,33.0,E wallet,Female,2.0,3,Fashion,2,Divorced,2,0,22.0,1.0,1.0,9.0,176.39,-0.1629674287327766,0.44687272564480507,0.25698539798733294,0.0059768274625951676,0.2471897528322951,0.15502503017712696,31.8,LOW,Ecommerce
50082,0,0.0,Phone,1,,Debit Card,Male,2.0,2,Mobile,4,Married,2,1,16.0,0.0,2.0,2.0,123.28,-0.2485777823199954,-1.0,0.41116227389780974,0.004184137488617739,0.1363711699870159,0.24214552661548652,1.9,LOW,Ecommerce
50083,0,0.0,Computer,1,24.0,CC,Female,3.0,3,Mobile,2,Single,2,0,13.0,1.0,1.0,7.0,121.53,-0.15891615396952152,0.25313828354605805,0.3609305950669055,0.004590629623030784,0.3688753542277887,0.013195401950731088,5.6,LOW,Ecommerce
50084,0,13.0,Computer,1,15.0,Debit Card,Male,3.0,4,Laptop & Accessory,2,Divorced,10,0,14.0,1.0,1.0,2.0,148.76,-0.16452136819949872,1.0,0.11222099937956465,0.009891050250479552,0.2576014459876271,0.13548646090684546,1.4,LOW,Ecommerce
50085,0,19.0,Mobile Phone,1,6.0,Credit Card,Male,3.0,3,Fashion,5,Married,8,0,16.0,0.0,1.0,3.0,193.96,-0.4087518936767119,-0.5033493549327389,0.41362275767858797,0.008283114772254836,0.24501119715785064,0.1143450044730492,3.4,LOW,Ecommerce
50086,1,0.0,Mobile Phone,3,10.0,Credit Card,Male,2.0,5,Fashion,2,Divorced,2,0,11.0,7.0,9.0,8.0,204.0,-0.15390825576432549,0.003452218119453593,0.4166286820889923,0.005562812436907124,0.5581256577356747,0.20301350591785206,81.3,HIGH,Ecommerce
50087,0,3.0,Computer,1,6.0,Debit Card,Male,2.0,4,Fashion,3,Single,2,0,22.0,2.0,5.0,8.0,184.74,-0.19082070206081714,0.09683560395010944,0.3878777097895232,0.005567329894056553,0.269516876200572,0.28313724266532336,2.3,LOW,Ecommerce
50088,0,0.0,Computer,3,26.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,2,0,14.0,1.0,1.0,7.0,199.81,-0.046251764381693775,-0.08503312562263085,0.2905151344519681,0.00925283822597028,0.524646516962582,0.11750816215607002,26.1,LOW,Ecommerce
50089,0,24.0,Mobile Phone,1,14.0,Debit Card,Male,2.0,4,Fashion,4,Divorced,6,0,16.0,1.0,4.0,5.0,224.89999999999998,0.09422399767177268,0.5145496970235918,0.26438211286285196,0.004376288184155156,0.3359878919670755,0.03266955757566774,1.0,LOW,Ecommerce
50090,1,0.0,Phone,1,,COD,Female,2.0,3,Mobile,5,Single,6,1,11.0,1.0,1.0,4.0,126.57,-0.1660406471910168,0.2889804057421204,0.17579568507273796,0.008037114339601789,0.6169062701417152,0.21527023087891944,98.9,HIGH,Ecommerce
50091,0,14.0,Mobile Phone,3,12.0,Debit Card,Female,3.0,3,Fashion,2,Single,4,1,18.0,0.0,1.0,0.0,235.91000000000003,0.14961553269183586,0.16092014901892773,0.015222914676495636,0.00756609731436609,0.5854675073646343,0.059977575087100256,2.8,LOW,Ecommerce
50092,1,0.0,Computer,3,32.0,E wallet,Female,2.0,4,Laptop & Accessory,5,Single,6,0,15.0,0.0,1.0,1.0,166.96,-0.3295456453528271,0.41890902446771205,0.3704875232437084,0.007636085583542548,0.2715572581287085,0.2795232620403524,93.4,HIGH,Ecommerce
50093,1,0.0,Phone,1,6.0,Cash on Delivery,Male,2.0,3,Mobile,3,Single,1,0,14.0,0.0,1.0,5.0,120.58000000000001,-0.4269894936132461,0.10670028362869688,0.28709208672563846,0.005100801340339442,0.3539631155314629,0.20550958411355794,20.0,LOW,Ecommerce
50094,0,18.0,Computer,3,12.0,Credit Card,Female,2.0,4,Fashion,2,Single,7,0,12.0,12.0,12.0,8.0,188.65,-0.07391546327191972,1.0,0.3790540796854941,0.007168002537394841,0.37004231018146233,0.09427748760039718,3.8,LOW,Ecommerce
50095,0,27.0,Mobile Phone,3,9.0,E wallet,Female,2.0,3,Laptop & Accessory,5,Divorced,3,0,14.0,1.0,1.0,5.0,159.4,-0.556200330187409,0.16053877346269646,0.22886532391209002,0.008535707959710172,0.3181739822157235,0.21483674551310644,0.9,LOW,Ecommerce
50096,0,9.0,Mobile Phone,1,11.0,Debit Card,Male,3.0,3,Laptop & Accessory,4,Single,9,0,16.0,0.0,3.0,7.0,159.14,-0.48413374172692614,0.17811283939588174,0.4405299679419712,0.0036612367641052474,0.4366191634858435,0.029686118132715933,5.4,LOW,Ecommerce
